Year,seriesdescription,geoarea,sex,age,urbanization,education-level,wealth-quintile,unit,scale,Value
2016,SI_POV_NAHC,ET01,_T,_T,U,_T,_T,Percent,1,14.2
2016,SI_POV_NAHC,ET01,_T,_T,R,_T,_T,Percent,1,31.1
2016,SI_POV_NAHC,ET02,_T,_T,U,_T,_T,Percent,1,10.6
2016,SI_POV_NAHC,ET02,_T,_T,R,_T,_T,Percent,1,26.5
2016,SI_POV_NAHC,ET03,_T,_T,U,_T,_T,Percent,1,11.6
2016,SI_POV_NAHC,ET03,_T,_T,R,_T,_T,Percent,1,28.8
2016,SI_POV_NAHC,ET04,_T,_T,U,_T,_T,Percent,1,15.3
2016,SI_POV_NAHC,ET04,_T,_T,R,_T,_T,Percent,1,25.3
2016,SI_POV_NAHC,ET05,_T,_T,U,_T,_T,Percent,1,22.9
2016,SI_POV_NAHC,ET05,_T,_T,R,_T,_T,Percent,1,22.3
2016,SI_POV_NAHC,ET06,_T,_T,U,_T,_T,Percent,1,17.7
2016,SI_POV_NAHC,ET06,_T,_T,R,_T,_T,Percent,1,28.7
2016,SI_POV_NAHC,ET07,_T,_T,U,_T,_T,Percent,1,14.4
2016,SI_POV_NAHC,ET07,_T,_T,R,_T,_T,Percent,1,21.9
2016,SI_POV_NAHC,ET12,_T,_T,U,_T,_T,Percent,1,16.6
2016,SI_POV_NAHC,ET12,_T,_T,R,_T,_T,Percent,1,26.4
2016,SI_POV_NAHC,ET13,_T,_T,U,_T,_T,Percent,1,6.0
2016,SI_POV_NAHC,ET13,_T,_T,R,_T,_T,Percent,1,8.5
2016,SI_POV_NAHC,ET14,_T,_T,U,_T,_T,Percent,1,11.1
2016,SI_POV_NAHC,ET14,_T,_T,R,_T,_T,Percent,1,23.3
2016,SI_POV_NAHC,ET15,_T,_T,U,_T,_T,Percent,1,16.8
