Year,SEX,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2009,M,West Bank,N,2009,SL_ISV_IFEM,PT,
2010,M,West Bank,N,2010,SL_ISV_IFEM,PT,
2011,M,West Bank,N,2011,SL_ISV_IFEM,PT,
2012,M,West Bank,N,2012,SL_ISV_IFEM,PT,
2013,M,West Bank,N,2013,SL_ISV_IFEM,PT,
2014,M,West Bank,N,2014,SL_ISV_IFEM,PT,
2015,M,West Bank,N,2015,SL_ISV_IFEM,PT,
2016,M,West Bank,N,2016,SL_ISV_IFEM,PT,
2017,M,West Bank,N,2017,SL_ISV_IFEM,PT,
2009,M,Gaza Strip,N,2009,SL_ISV_IFEM,PT,
2010,M,Gaza Strip,N,2010,SL_ISV_IFEM,PT,
2011,M,Gaza Strip,N,2011,SL_ISV_IFEM,PT,
2012,M,Gaza Strip,N,2012,SL_ISV_IFEM,PT,
2013,M,Gaza Strip,N,2013,SL_ISV_IFEM,PT,
2014,M,Gaza Strip,N,2014,SL_ISV_IFEM,PT,
2015,M,Gaza Strip,N,2015,SL_ISV_IFEM,PT,
2016,M,Gaza Strip,N,2016,SL_ISV_IFEM,PT,
2017,M,Gaza Strip,N,2017,SL_ISV_IFEM,PT,
2009,M,PS,N,2009,SL_ISV_IFEM,PT,55.0
2010,M,PS,N,2010,SL_ISV_IFEM,PT,53.9
2011,M,PS,N,2011,SL_ISV_IFEM,PT,51.9
2012,M,PS,N,2012,SL_ISV_IFEM,PT,52.8
2013,M,PS,N,2013,SL_ISV_IFEM,PT,53.4
2014,M,PS,N,2014,SL_ISV_IFEM,PT,52.0
2015,M,PS,N,2015,SL_ISV_IFEM,PT,66.8
2016,M,PS,N,2016,SL_ISV_IFEM,PT,67.7
2017,M,PS,N,2017,SL_ISV_IFEM,PT,69.0
2009,F,West Bank,N,2009,SL_ISV_IFEM,PT,
2010,F,West Bank,N,2010,SL_ISV_IFEM,PT,
2011,F,West Bank,N,2011,SL_ISV_IFEM,PT,
2012,F,West Bank,N,2012,SL_ISV_IFEM,PT,
2013,F,West Bank,N,2013,SL_ISV_IFEM,PT,
2014,F,West Bank,N,2014,SL_ISV_IFEM,PT,
2015,F,West Bank,N,2015,SL_ISV_IFEM,PT,
2016,F,West Bank,N,2016,SL_ISV_IFEM,PT,
2017,F,West Bank,N,2017,SL_ISV_IFEM,PT,
2009,F,Gaza Strip,N,2009,SL_ISV_IFEM,PT,
2010,F,Gaza Strip,N,2010,SL_ISV_IFEM,PT,
2011,F,Gaza Strip,N,2011,SL_ISV_IFEM,PT,
2012,F,Gaza Strip,N,2012,SL_ISV_IFEM,PT,
2013,F,Gaza Strip,N,2013,SL_ISV_IFEM,PT,
2014,F,Gaza Strip,N,2014,SL_ISV_IFEM,PT,
2015,F,Gaza Strip,N,2015,SL_ISV_IFEM,PT,
2016,F,Gaza Strip,N,2016,SL_ISV_IFEM,PT,
2017,F,Gaza Strip,N,2017,SL_ISV_IFEM,PT,
2009,F,PS,N,2009,SL_ISV_IFEM,PT,52.4
2010,F,PS,N,2010,SL_ISV_IFEM,PT,39.6
2011,F,PS,N,2011,SL_ISV_IFEM,PT,40.1
2012,F,PS,N,2012,SL_ISV_IFEM,PT,39.5
2013,F,PS,N,2013,SL_ISV_IFEM,PT,42.1
2014,F,PS,N,2014,SL_ISV_IFEM,PT,45.9
2015,F,PS,N,2015,SL_ISV_IFEM,PT,43.8
2016,F,PS,N,2016,SL_ISV_IFEM,PT,44.1
2017,F,PS,N,2017,SL_ISV_IFEM,PT,42.9
2009,_T,West Bank,N,2009,SL_ISV_IFEM,PT,61.4
2010,_T,West Bank,N,2010,SL_ISV_IFEM,PT,56.1
2011,_T,West Bank,N,2011,SL_ISV_IFEM,PT,52.0
2012,_T,West Bank,N,2012,SL_ISV_IFEM,PT,52.7
2013,_T,West Bank,N,2013,SL_ISV_IFEM,PT,54.0
2014,_T,West Bank,N,2014,SL_ISV_IFEM,PT,54.5
2015,_T,West Bank,N,2015,SL_ISV_IFEM,PT,70.1
2016,_T,West Bank,N,2016,SL_ISV_IFEM,PT,70.2
2017,_T,West Bank,N,2017,SL_ISV_IFEM,PT,71.0
2009,_T,Gaza Strip,N,2009,SL_ISV_IFEM,PT,37.2
2010,_T,Gaza Strip,N,2010,SL_ISV_IFEM,PT,40.4
2011,_T,Gaza Strip,N,2011,SL_ISV_IFEM,PT,45.8
2012,_T,Gaza Strip,N,2012,SL_ISV_IFEM,PT,46.9
2013,_T,Gaza Strip,N,2013,SL_ISV_IFEM,PT,46.9
2014,_T,Gaza Strip,N,2014,SL_ISV_IFEM,PT,42.4
2015,_T,Gaza Strip,N,2015,SL_ISV_IFEM,PT,47.1
2016,_T,Gaza Strip,N,2016,SL_ISV_IFEM,PT,50.6
2017,_T,Gaza Strip,N,2017,SL_ISV_IFEM,PT,51.3
2009,_T,PS,N,2009,SL_ISV_IFEM,PT,54.6
2010,_T,PS,N,2010,SL_ISV_IFEM,PT,51.8
2011,_T,PS,N,2011,SL_ISV_IFEM,PT,50.1
2012,_T,PS,N,2012,SL_ISV_IFEM,PT,50.8
2013,_T,PS,N,2013,SL_ISV_IFEM,PT,51.7
2014,_T,PS,N,2014,SL_ISV_IFEM,PT,51.0
2015,_T,PS,N,2015,SL_ISV_IFEM,PT,63.1
2016,_T,PS,N,2016,SL_ISV_IFEM,PT,64.1
2017,_T,PS,N,2017,SL_ISV_IFEM,PT,65.1
