Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
1979,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,4674
1980,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,1343
1981,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,1021
1982,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,1893
1983,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2761
1984,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2966
1985,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,3520
1986,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2902
1987,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,3533
1988,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2967
1989,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,3333
1990,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,3000
1991,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2427
1992,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2189
1993,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2535
1994,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2809
1995,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,3333
1996,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,4320
1997,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2298
1998,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,2150
1999,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,1153
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,858
2001,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,826
2002,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,847
2003,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,772
2004,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,898
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,875
2006,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,450
2007,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,352
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,271
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,244
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,286
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,211
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,186
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,111
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,154
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,111
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,83
