Year,indicador-disponível,objectivo,meta,indicador,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,scale,Value
2011,G,3,3.1,3.1.2,SH_STA_BRTC,508,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,54.3
2011,G,3,3.1,3.1.2,SH_STA_BRTC,508,_T,_T,U,_T,_T,_T,_T,_T,Percent,1,80.3
2011,G,3,3.1,3.1.2,SH_STA_BRTC,508,_T,_T,R,_T,_T,_T,_T,_T,Percent,1,44.3
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,60.5
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,35.3
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,55.3
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,26.4
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,51.7
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,74.0
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,71.1
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,59.4
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,71.1
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,84.0
2011,G,3,3.1,3.1.2,SH_STA_BRTC,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,90.8
