Year,indicador-disponível,objectivo,meta,indicador,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,scale,Value
2015,G,4,4.5,4.5.1,SE_GPI_PART,508,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.91
2016,G,4,4.5,4.5.1,SE_GPI_PART,508,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.92
2015,G,4,4.5,4.5.1,SE_GPI_PART,508,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.9
2016,G,4,4.5,4.5.1,SE_GPI_PART,508,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.95
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-A,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.93
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-A,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.93
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-A,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.76
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-A,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.79
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-P,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.9
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-P,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.92
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-P,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.65
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-P,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.81
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.91
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.92
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.72
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.77
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.86
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.87
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.73
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.73
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.94
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.95
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,1.29
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.81
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.9
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.91
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.73
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.76
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.86
